Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm,shape2D_MeshSurfaceArea,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,shape2D_Flatness,shape_VoxelVolume,shape_MeshVolume,shape_SurfaceArea,shape_SurfaceVolumeRatio,shape_Sphericity,shape_Compactness1,shape_Compactness2,shape_SphericalDisproportion,shape_Maximum3DDiameter,shape_Maximum2DDiameterSlice,shape_Maximum2DDiameterColumn,shape_Maximum2DDiameterRow,shape_MajorAxisLength,shape_MinorAxisLength,shape_LeastAxisLength,shape_Elongation,firstorder_Energy,firstorder_TotalEnergy,firstorder_Entropy,firstorder_Minimum,firstorder_10Percentile,firstorder_90Percentile,firstorder_Maximum,firstorder_Mean,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,firstorder_MeanAbsoluteDeviation,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Variance,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Uniformity,glcm_Autocorrelation,glcm_JointAverage,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_JointEnergy,glcm_JointEntropy,glcm_Idm,glcm_Idmn,glcm_Id,glcm_Idn,glcm_InverseVariance,glcm_MaximumProbability,glcm_SumSquares,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_SumAverage,glcm_SumEntropy,glcm_Imc1,glcm_Imc2,glrlm_ShortRunEmphasis,glrlm_LongRunEmphasis,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_GrayLevelVariance,glrlm_RunVariance,glrlm_RunEntropy,glrlm_LowGrayLevelRunEmphasis,glrlm_HighGrayLevelRunEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glszm_SmallAreaEmphasis,glszm_LargeAreaEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_ZonePercentage,glszm_GrayLevelVariance,glszm_ZoneVariance,glszm_ZoneEntropy,glszm_LowGrayLevelZoneEmphasis,glszm_HighGrayLevelZoneEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,ngtdm_Coarseness,ngtdm_Contrast,ngtdm_Busyness,ngtdm_Complexity,ngtdm_Strength,gldm_SmallDependenceEmphasis,gldm_LargeDependenceEmphasis,gldm_GrayLevelNonUniformity,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependencePercentage,gldm_GrayLevelVariance,gldm_DependenceVariance,gldm_DependenceEntropy,gldm_LowGrayLevelEmphasis,gldm_HighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,Centroid_X,Centroid_Y
ytma10_010704_benign1_ccd.tif,bc7ee531-66cb-4c04-a274-5d87c329b95c,Annotation,,,Root object (Image),Polygon,360.06,34.33,38.25,35,153,153,70,0.4575,0.3924,2.5486,24.5351,8.5947,0.3503,0.3503,153,153,70,0.4575,0.3924,0.1474,7.7186,2.5486,25.9422,25.9422,23,12,24.5351,8.5947,8.5947,0.3503,1540284,1540284,1.4577,72,79,121,145,99.0588,98,26,73,13.564,10.7082,100.3355,254.5652,15.9551,0.2806,2.3123,0.4131,5.9658,2.3983,3.8085,0.2707,1.2305,0.3745,0.5333,0.2461,2.5081,0.8264,0.9784,0.8279,0.9304,0.3317,0.403,0.4013,0.3517,0.9972,0.2508,4.7966,2.0921,-0.1834,0,0.5209,15.2212,40.115,0.355,31.2478,0.2765,0.7386,0.6289,7.8882,3.606,0.1978,8.2035,0.0949,5.1605,3.2164,88.8673,0.56,799.3636,5,0.4545,3.7273,0.3388,0.0719,0.9587,605.9008,2.0495,0.1736,12.2727,0.0375,8.9084,158.9463,4755.3636,0.0625,0.0231,1.8085,1.7626,0.2857,0.0869,35.1569,63.2092,24.0196,0.157,1,0.4461,4.5101,3.7864,0.2094,6.7124,0.0133,0.983,7.58,195.9281,720.1144,68.6569
ytma10_010704_benign1_ccd.tif,cb164aa9-8fcc-4ee9-a34a-61f3a41ce9e9,Annotation,,,Root object (Image),Polygon,360.14,316.37,38.25,34,153,153,68,0.4444,0.4158,2.405,18.714,11.6553,0.6228,0.6228,153,153,68,0.4444,0.4158,0.1539,8.4199,2.405,23.4307,23.4307,18,15,18.714,11.6553,11.6553,0.6228,2302617,2302617,1.7535,77,93,148,160,121.1699,123,22,83,14.9354,10.1703,122.6776,367.6313,19.1737,-0.2536,2.6239,0.3292,5.8499,2.3171,12.5675,0.0975,2.2545,0.3302,0.7445,0.1821,2.8454,0.8394,0.9807,0.8399,0.9357,0.3161,0.3096,0.6462,0.3227,0.9327,0.2261,4.6341,2.4971,-0.3396,0,0.431,10.7368,34.9123,0.3062,25.6491,0.225,0.7451,0.7762,3.5319,4.079,0.2741,6.9825,0.0916,3.5115,3.1217,63.3684,0.3777,821.875,2.5,0.3125,1.75,0.2188,0.0523,0.75,456.1094,2.75,0.2682,7,0.0769,2.1537,218.1632,4512,0.0689,0.0346,2.2653,1.6081,0.3378,0.0627,36.817,50.3725,24.0327,0.1571,1,0.6859,3.8108,4.3647,0.2999,6.2222,0.0151,0.4319,11.7781,204.2876,720.2712,632.7484
ytma10_010704_benign1_ccd.tif,7dad5ef8-f5ac-4275-b50a-88a4b0b0384f,Annotation,,,Root object (Image),Polygon,202.56,22.63,38,30,152,152,60,0.3947,0.5306,1.8847,18.9924,10.532,0.5545,0.5545,152,152,60,0.3947,0.5306,0.1845,12.0972,1.8847,21.9545,21.9545,11,19,18.9924,10.532,10.532,0.5545,3670498,3670498,0.9361,126,144,167,180,155.1053,155,13,54,7.653,5.7225,155.3963,90.3705,9.5063,-0.0384,3.0371,0.5872,3.0336,1.7121,0.9133,-0.3889,0.6405,0.2318,0.4686,0.3983,1.6973,0.8841,0.9768,0.8841,0.9421,0.2318,0.5832,0.2181,0.2318,0.7811,0.1781,3.4243,1.4656,-0.1708,0,0.2896,18.4471,42.4588,0.4995,12.7882,0.1504,0.5592,0.2967,5.6559,3.9498,0.4905,3.2471,0.1376,1.1066,7.3229,63.1529,0.4043,2617.6,1.8,0.36,1.4,0.28,0.0329,0.8,1693.44,1.9219,0.4944,4.8,0.0487,3.6043,835.0944,9749.4,0.0598,0.0165,2.9971,0.8333,0.164,0.0445,44.3289,89.25,24.9868,0.1644,1,0.2171,3.2678,3.5135,0.4505,3.2566,0.017,0.213,18.4373,147.9539,405.1118,45.2697
ytma10_010704_benign1_ccd.tif,bbcc5db3-4fba-4bf4-8aa3-a9982bf04173,Annotation,,,Root object (Image),Polygon,375.13,118.36,38,29,152,152,58,0.3816,0.5678,1.7612,17.2227,11.4226,0.6632,0.6632,152,152,58,0.3816,0.5678,0.1941,13.3923,1.7612,20.5183,20.5183,15,14,17.2227,11.4226,11.4226,0.6632,3082026,3082026,1.4189,94,124,161,191,141.5132,141,14,97,11.0989,6.2053,142.3955,250.513,15.8276,-0.0011,4.4952,0.4945,9.9125,3.1052,8.5736,0.0789,1.3617,0.2812,0.6577,0.3812,2.2613,0.8706,0.9893,0.8718,0.9567,0.2463,0.5996,0.4107,0.2626,0.874,0.2122,6.2104,1.9582,-0.3041,0,0.4877,19.3542,27.4375,0.2858,22.7708,0.2372,0.6316,0.9548,9.3264,4.1588,0.1356,12.1354,0.0691,6.9274,2.2294,182.2917,0.3273,1422,2,0.25,1.5,0.1875,0.0526,2.2344,1061,3,0.2242,13.625,0.0695,4.7903,156.5075,13401.75,0.0792,0.011,0.6937,2.2596,0.6909,0.0579,44.6842,75.1579,23.2368,0.1529,1,0.4659,5.2921,3.7412,0.1238,10.3553,0.0094,0.7363,5.07,424.5263,750.2632,236.7105
ytma10_010704_benign1_ccd.tif,4b667473-0b7d-4516-8d95-809b4ca17a1c,Annotation,,,Root object (Image),Polygon,382.86,321.08,38,34,152,152,68,0.4474,0.4131,2.4208,22.7944,8.7028,0.3818,0.3818,152,152,68,0.4474,0.4131,0.1529,8.3102,2.4208,24.4131,24.4131,14,20,22.7944,8.7028,8.7028,0.3818,2206797,2206797,1.9641,78,89,151,175,118.2566,117,38,97,19.6814,15.3417,120.4923,533.7829,23.1037,0.314,2.1339,0.2707,5.0379,2.1203,16.8003,1.1819,2.8493,0.6799,0.6147,0.1207,3.3614,0.7373,0.9751,0.7445,0.9111,0.4519,0.2102,0.8823,0.5511,1.2686,0.3762,4.2405,2.6384,-0.2004,0,0.6254,5.0617,43.8025,0.2704,60.0617,0.3708,1.0658,0.9834,1.5403,3.423,0.257,8.1605,0.0931,6.3603,2.6427,22.7284,0.4203,279.1111,7.1111,0.3951,3.8889,0.216,0.1184,0.8056,207.8025,3.1497,0.1373,13.0556,0.0268,6.9744,127.6851,1178.1111,0.0715,0.0404,1.6826,3.6926,0.5771,0.1154,24.3289,41.1447,23.4211,0.1541,1,1.0083,3.8414,4.1933,0.3827,6.25,0.0191,1.344,14.2101,91.8158,765.7171,642.1513
ytma10_010704_benign1_ccd.tif,c58827cb-3275-4ea5-9553-bff53407144a,Annotation,,,Root object (Image),Polygon,201.99,324.21,38,33,152,152,66,0.4342,0.4385,2.2805,25.0238,7.813,0.3122,0.3122,152,152,66,0.4342,0.4385,0.1599,9.0888,2.2805,25.632,25.632,24,9,25.0238,7.813,7.813,0.3122,1664558,1664558,1.6905,70,79,124,158,102.8026,99,26,88,15.5241,10.7898,104.6472,382.6584,19.5617,0.721,3.3259,0.3701,6.2748,2.4475,13.2492,1.4183,1.7428,0.605,0.4846,0.1886,2.9142,0.7639,0.9776,0.7713,0.9203,0.3974,0.3321,0.5869,0.4943,1.2291,0.3607,4.895,2.3375,-0.1557,0,0.5739,9.6641,43.9924,0.3358,41.2443,0.3148,0.8618,0.7756,4.2789,3.6688,0.1857,8.7099,0.075,6.0411,2.0822,62.855,0.3399,370.4,4.7333,0.3156,2.7333,0.1822,0.0987,1.0222,267.7156,3.0566,0.1615,12.1333,0.0233,5.3048,79.8241,2071.9333,0.0451,0.0319,1.8447,4.3624,0.4008,0.0958,27.9342,56.25,21.5,0.1414,1,0.679,4.2327,4.0971,0.2154,7.2961,0.0128,1.1019,6.924,154.8882,403.9737,648.4145
ytma10_010704_benign1_ccd.tif,de478f31-971e-4db1-aa9d-0d308f874231,Annotation,,,Root object (Image),Polygon,436.99,353.87,38,29,152,152,58,0.3816,0.5678,1.7612,15.3511,12.7407,0.83,0.83,152,152,58,0.3816,0.5678,0.1941,13.3923,1.7612,20.6155,20.6155,16,13,15.3511,12.7407,12.7407,0.83,1032632,1032632,2.2389,40,45,126,171,76.2763,64,44,131,26.2365,19.9987,82.4235,975.5552,31.2339,0.9335,2.8291,0.2445,6.2319,2.3173,54.5538,6.6075,4.4063,0.9573,0.643,0.1278,3.6391,0.715,0.9758,0.7324,0.9149,0.3915,0.2709,1.3409,0.6345,1.4772,0.5547,4.6345,2.8792,-0.2419,0,0.7199,6.9615,31.7051,0.2032,76.4487,0.4901,1.0263,1.7638,3.164,3.6517,0.2042,12.1603,0.0857,10.6925,3.2434,33.4872,0.5988,160.2667,8.2667,0.2756,10.2667,0.3422,0.1974,1.2456,134.5956,3.2179,0.0955,19.1667,0.0289,13.7938,65.5057,617,0.0745,0.0534,1.5698,5.7195,0.9296,0.182,28.0395,37.1579,18.7763,0.1235,1,1.7078,6.7097,4.3462,0.3426,8.2237,0.0201,3.3486,14.685,98.4737,873.9868,707.7434
ytma10_010704_benign1_ccd.tif,bc482d7a-7ceb-4a50-af00-525af88fe728,Annotation,,,Root object (Image),Polygon,232.38,90.92,37.75,28,151,151,56,0.3709,0.6051,1.6527,14.0897,13.8073,0.98,0.98,151,151,56,0.3709,0.6051,0.2033,14.6839,1.6527,19.799,19.799,14,14,14.0897,13.8073,13.8073,0.98,2347457,2347457,1.6759,83,101,158,180,122.7881,117,29,97,17.3701,12.0697,124.6839,469.1604,21.6601,0.804,2.8526,0.4093,6.5316,2.4257,26.6051,4.7445,2.8366,0.2454,0.8408,0.3088,2.5339,0.8773,0.9906,0.8773,0.9591,0.2454,0.5316,0.7705,0.2454,0.8038,0.1852,4.8513,2.2885,-0.4452,0,0.3784,20.4884,23.2093,0.2699,14.6279,0.1701,0.5695,1.1206,8.1568,4.4112,0.2326,8.6512,0.0765,3.8489,5.0143,112.9302,0.1794,1547.1667,1.3333,0.2222,1,0.1667,0.0397,1.6667,913.8056,2.585,0.2625,10.6667,0.0207,1.7706,370.4597,7598.3333,0.1006,0.0179,0.9291,2.0283,0.9407,0.0451,45.053,61.8079,24.6159,0.163,1,0.8182,4.3807,4.0139,0.2441,6.8874,0.0091,0.4042,11.3147,257.1921,464.7583,181.8311
ytma10_010704_benign1_ccd.tif,fa920275-5379-4efb-82a7-08b6823bf2e3,Annotation,,,Root object (Image),Polygon,233.09,83.54,37.5,28,150,150,56,0.3733,0.6011,1.6637,15.3453,12.5643,0.8188,0.8188,150,150,56,0.3733,0.6011,0.2019,14.4901,1.6637,19.799,19.799,14,14,15.3453,12.5643,12.5643,0.8188,905901,905901,1.5276,49,57,108,158,74.4867,63,24,109,17.2024,11.3786,77.7132,491.0765,22.1602,1.5343,4.7086,0.4661,6.0207,2.3853,20.8694,4.6432,1.9173,0.594,0.527,0.3906,2.3798,0.8135,0.9849,0.8235,0.9446,0.2708,0.6109,0.6278,0.4098,1.2035,0.4261,4.7707,1.8963,-0.1662,0,0.7114,16.8214,28.7679,0.2569,54.1786,0.4837,0.7467,1.2346,9.6467,3.3422,0.1558,11.5089,0.0946,9.7893,3.9737,80.9464,0.5177,437.5455,5.6364,0.2562,6,0.2727,0.1467,1.2996,391.0579,3.2954,0.1192,16.2273,0.0376,10.7473,108.036,1822.3182,0.0702,0.02,0.8789,5.0161,1.0599,0.1312,41.9733,69.92,26.2267,0.1748,1,0.8484,8.642,3.2856,0.2042,7.3,0.0143,2.1033,10.2335,182.4733,466.1867,167.0733
ytma10_010704_benign1_ccd.tif,19f476cb-1ebc-40a6-8e9a-dd49bca301d6,Annotation,,,Root object (Image),Polygon,403.35,299.65,37.5,29,150,150,58,0.3867,0.5603,1.7847,16.3489,11.9159,0.7289,0.7289,150,150,58,0.3867,0.5603,0.1916,13.0422,1.7847,20.6155,20.6155,13,16,16.3489,11.9159,11.9159,0.7289,2281192,2281192,1.4509,89,101,139,169,122.4533,124,19,80,11.6025,8.4802,123.3205,213.1278,14.5989,-0.106,3.1122,0.4122,5.7175,2.3315,5.0936,-0.1988,1.4061,0.2787,0.6691,0.2556,2.4153,0.8629,0.9837,0.8632,0.9451,0.2717,0.3955,0.4212,0.275,0.8621,0.2031,4.6629,2.1259,-0.2974,0,0.2828,15.3696,35.2174,0.3828,16.8043,0.1827,0.6133,0.5525,4.7363,4.0647,0.2335,7.0217,0.0551,2.4888,3.6652,87.3261,0.2515,1523.3333,1.6667,0.2778,1.3333,0.2222,0.04,1.1389,898.3333,2.2516,0.2662,9.1667,0.0251,2.8352,303.8102,9357.1667,0.0744,0.018,1.5064,1.4384,0.3703,0.0442,40.8267,61.8267,25.08,0.1672,1,0.4413,3.0452,3.8658,0.2407,6.2333,0.0088,0.3636,9.9417,231.1667,806.7,599.3066
ytma10_010704_benign1_ccd.tif,d26136ac-991d-4976-8bf5-4f6d5e21e10b,Annotation,,,Root object (Image),Polygon,178.91,348.98,37.5,28,150,150,56,0.3733,0.6011,1.6637,14.631,13.1488,0.8987,0.8987,150,150,56,0.3733,0.6011,0.2019,14.4901,1.6637,19.799,19.799,14,14,14.631,13.1488,13.1488,0.8987,1275921,1275921,1.7915,61,65,122,152,89.7667,86,28,91,16.3498,11.1126,92.2287,448.0856,21.168,0.9274,3.3963,0.3345,4.1501,1.9484,12.7555,1.4634,2.0025,0.5872,0.5465,0.2059,2.9215,0.7987,0.9788,0.8075,0.9313,0.3121,0.3696,0.6474,0.4334,1.2194,0.3994,3.8968,2.329,-0.2162,0,0.6361,11.3821,34.3984,0.2797,46.626,0.3791,0.82,0.9371,5.4333,3.622,0.2636,7.748,0.0961,6.2517,5.5246,40.813,0.4212,388.4706,5.3529,0.3149,3.4706,0.2042,0.1133,0.9135,310.6159,3.4992,0.1555,11.7647,0.0319,6.4995,162.6796,1349.7647,0.0718,0.0308,1.6486,3.5343,0.6322,0.1062,37.32,50.1733,19.8933,0.1326,1,0.8046,6.7022,4.0739,0.4045,5.1867,0.0182,1.1751,19.3731,117.9067,357.8133,697.96
ytma10_010704_benign1_ccd.tif,c2546039-e6e9-4169-b6fc-c9154226c897,Annotation,,,Root object (Image),Polygon,30.01,104.22,37,29,148,148,58,0.3919,0.5529,1.8088,18.6305,10.3362,0.5548,0.5548,148,148,58,0.3919,0.5529,0.189,12.6967,1.8088,21.095,21.095,18,11,18.6305,10.3362,10.3362,0.5548,1376654,1376654,0.9017,82,86,104,110,96.2297,97,8,28,5.1602,3.8363,96.4454,41.5553,6.4463,-0.2869,2.4699,0.5666,1.8108,1.3021,0.8689,0.4406,0.6523,0.1911,0.5468,0.4237,1.5579,0.9044,0.9618,0.9044,0.9363,0.1911,0.6023,0.2108,0.1911,0.7038,0.1546,2.6042,1.3668,-0.2374,0,0.2857,26.8889,36.1111,0.5015,10.3889,0.1443,0.4865,0.2492,9.9877,3.7361,0.6458,2.4167,0.1518,0.8213,23.3264,41.1389,0.3065,1512.2857,4.1429,0.5918,1.2857,0.1837,0.0473,0.2041,1065.2653,2.5216,0.4643,3.1429,0.0885,1.1781,1408.0357,1929.2857,0.0709,0.0421,149.1267,0.1906,0.0696,0.0442,48.2973,83.8514,24.1351,0.1631,1,0.2167,3.9129,3.5388,0.7618,1.9527,0.0242,0.1243,40.022,81.3986,60.0203,208.446
ytma10_010704_benign1_ccd.tif,6ec4f9dc-ec01-49b2-a4f4-4aa1d4c1bcc3,Annotation,,,Root object (Image),Polygon,338.5,105.27,37,31,148,148,62,0.4189,0.4838,2.0669,14.7543,13.4491,0.9115,0.9115,148,148,62,0.4189,0.4838,0.171,10.3944,2.0669,21.9317,21.9317,16,15,14.7543,13.4491,13.4491,0.9115,1666156,1666156,1.2196,85,91,121,142,105.527,104,15,57,8.8265,6.4614,106.1028,121.8574,11.0389,0.5592,3.1872,0.4835,3.0594,1.7021,1.9795,-0.1049,0.9152,0.2663,0.5492,0.3162,2.063,0.8692,0.9735,0.8694,0.9346,0.2591,0.4866,0.2954,0.2625,0.8439,0.1974,3.4042,1.7843,-0.2146,0,0.3902,17.3556,35.4889,0.3943,16.9556,0.1884,0.6081,0.4628,6.5388,3.9242,0.4503,3.9889,0.1394,2.0352,7.8957,56.5778,0.4526,967.7778,3.6667,0.4074,2.3333,0.2593,0.0608,0.6667,697.358,2.281,0.3395,6.1111,0.0514,4.0462,345.4105,3477,0.0649,0.0281,3.748,0.7873,0.1632,0.0634,43.3108,71.5541,23.2027,0.1568,1,0.3226,4.6695,3.8088,0.4788,3.3851,0.0199,0.3772,21.1214,134.2905,677,210.5338
ytma10_010704_benign1_ccd.tif,1ae2d724-354f-4cf0-b4af-15a087e3e9b6,Annotation,,,Root object (Image),Polygon,71.9,291.62,37,29,148,148,58,0.3919,0.5529,1.8088,17.7886,10.9318,0.6145,0.6145,148,148,58,0.3919,0.5529,0.189,12.6967,1.8088,20.8087,20.8087,12,17,17.7886,10.9318,10.9318,0.6145,2036030,2036030,1.5552,73,90,138,147,115.9324,120,26,74,14.7668,11.0074,117.2901,316.6306,17.7941,-0.5008,2.429,0.3619,10.1612,3.1267,7.6792,-0.9858,1.8514,0.3109,0.7124,0.2008,2.5924,0.8468,0.9818,0.8471,0.9387,0.3037,0.3186,0.5406,0.3071,0.9043,0.2166,6.2534,2.2703,-0.3285,0,0.4452,12.7961,38.2039,0.3709,22.0485,0.2141,0.6959,0.5965,4.5375,3.8981,0.1274,11.1748,0.0575,5.5718,1.5928,131.9029,0.3383,1209.3333,2,0.3333,1.3333,0.2222,0.0405,1.3333,600.8889,2.585,0.2581,10.3333,0.1774,2.9098,134.4699,12849.6667,0.0626,0.0276,1.5079,2.148,0.4059,0.0576,38.8784,53.5541,22.3378,0.1509,1,0.5548,4.164,4.2585,0.1257,10.5541,0.0118,0.6356,4.8618,397.7432,143.7973,583.2432
ytma10_010704_benign1_ccd.tif,a314ac06-1a24-429f-9e07-09d2b9cb0917,Annotation,,,Root object (Image),Polygon,59.62,68.33,36.5,28,146,146,56,0.3836,0.585,1.7093,16.5706,11.3058,0.6823,0.6823,146,146,56,0.3836,0.585,0.1966,13.7276,1.7093,19.8494,19.8494,15,13,16.5706,11.3058,11.3058,0.6823,1139806,1139806,1.6532,65,69,110,140,86.7397,82,24,75,13.2539,9.1242,88.3566,283.1103,16.8259,1.0996,3.6108,0.367,4.0077,1.9362,7.3604,0.6887,1.5504,0.5145,0.5017,0.215,2.7854,0.7985,0.9717,0.8032,0.9186,0.3541,0.3965,0.5162,0.4217,1.1495,0.3367,3.8723,2.2442,-0.1651,0,0.6256,11.8793,34.6379,0.2986,42.8621,0.3695,0.7945,0.8083,5.5428,3.7031,0.3104,6.5517,0.133,5.0857,4.7807,47.1897,0.5046,553.2308,4.8462,0.3728,3.4615,0.2663,0.089,0.7456,427.1006,2.8151,0.1715,10.6923,0.043,6.4251,202.1811,2052.0769,0.0738,0.0367,2.327,1.8401,0.318,0.1032,35.1507,53.5753,20.0685,0.1375,1,0.6195,6.1679,4.0407,0.3881,4.8699,0.0211,0.9385,15.6801,121.6507,119.2397,136.6507
ytma10_010704_benign1_ccd.tif,d15dabd0-48a7-4781-b0e0-e69086ad8bf9,Annotation,,,Root object (Image),Polygon,378.93,169.42,36.5,32,146,146,64,0.4384,0.4479,2.2325,21.4844,8.7968,0.4094,0.4094,146,146,64,0.4384,0.4479,0.1609,9.1964,2.2325,23.0217,23.0217,13,19,21.4844,8.7968,8.7968,0.4094,1351785,1351785,1.5831,65,75,122,148,94.4452,92,28,83,14.9673,11.0004,96.2227,338.9045,18.4094,0.7062,2.9326,0.4015,5.2323,2.2274,7.4028,0.8077,1.5078,0.4232,0.5617,0.2632,2.648,0.8167,0.9759,0.8199,0.9264,0.3346,0.4764,0.4828,0.376,1.0612,0.2819,4.4547,2.1844,-0.1989,0,0.5893,11.5763,37.1695,0.315,38.7966,0.3288,0.8082,0.7407,5.4527,3.5338,0.2225,7.9576,0.0933,5.7413,3.1035,55.5593,0.4647,512.6667,5.8,0.3867,3.4,0.2267,0.1027,0.7289,417.9289,2.9996,0.1569,11.4,0.0348,6.6481,129.1269,2298.4,0.0769,0.0296,1.8178,1.6117,0.3225,0.0997,36.411,58.6164,19.0137,0.1302,1,0.5676,6.0856,3.9928,0.2643,6.0548,0.0147,1.09,10.5715,163.0411,757.8561,338.8425
ytma10_010704_benign1_ccd.tif,b91b1f7f-ebd3-43c4-bcfc-47f0b8586588,Annotation,,,Root object (Image),Polygon,428.93,327.14,36.5,29,146,146,58,0.3973,0.5454,1.8336,16.759,11.269,0.6724,0.6724,146,146,58,0.3973,0.5454,0.1865,12.3559,1.8336,20.5183,20.5183,15,14,16.759,11.269,11.269,0.6724,2607353,2607353,1.2227,83,106,148,167,132.6781,138,17,84,12.0163,7.252,133.636,255.1087,15.9721,-1.3714,4.5719,0.5601,8.0058,2.781,8.3217,-2.0886,1.3082,0.2209,0.711,0.4645,1.948,0.8988,0.9873,0.8999,0.9594,0.1919,0.6705,0.3823,0.2054,0.7644,0.1787,5.562,1.6928,-0.3524,0,0.4235,24.0494,26.7284,0.33,16.1358,0.1992,0.5548,0.6953,11.0538,4.0273,0.2253,7.7407,0.1041,3.1936,3.3889,205.8272,0.1985,1983.6667,2,0.3333,1,0.1667,0.0411,1.3333,1391.5556,2.585,0.2581,10.3333,0.0149,3.1335,243.0116,17318,0.1352,0.0118,0.5709,0.9392,0.52,0.044,49.1233,81.7808,25.1096,0.172,1,0.3903,4.6179,3.504,0.18,8.1233,0.0087,0.3955,7.1945,413.7808,857.863,654.2877
ytma10_010704_benign1_ccd.tif,ecef68b7-af19-4b6e-9e44-ab4ea449a83a,Annotation,,,Root object (Image),Polygon,334.03,154.51,36,29,144,144,58,0.4028,0.5379,1.859,18.6205,10.0937,0.5421,0.5421,144,144,58,0.4028,0.5379,0.1839,12.0197,1.859,21.4709,21.4709,19,10,18.6205,10.0937,10.0937,0.5421,2896358,2896358,0.9923,121,128,153,164,141.4861,142,15,43,8.0905,6.1331,141.8224,95.2776,9.761,-0.0508,2.3434,0.5886,4.9168,2.1871,1.6293,0.4149,0.6896,0.1564,0.6302,0.4885,1.5734,0.9218,0.9844,0.9218,0.9609,0.1564,0.6752,0.2115,0.1564,0.6257,0.132,4.3743,1.417,-0.32,0,0.3348,31.6716,28.6716,0.4279,9.6567,0.1441,0.4653,0.3943,13.1945,3.9623,0.2612,5.7463,0.0849,2.3722,7.4685,149.3134,0.2627,2414,1.8,0.36,1,0.2,0.0347,0.8,1584.56,2.3219,0.4944,4.8,0.2181,0.6643,577.4944,10673.8,0.0969,0.0127,1.8127,0.5426,0.2368,0.0383,51.8889,84.7639,26.6944,0.1854,1,0.2303,4.0486,3.3514,0.2432,5.0764,0.0142,0.1966,12.1186,249.1181,668.0625,309.0139
ytma10_010704_benign1_ccd.tif,12d0997d-3ba6-4584-8d23-f670986e73c7,Annotation,,,Root object (Image),Polygon,21.51,374.42,36,29,144,144,58,0.4028,0.5379,1.859,16.7356,11.2297,0.671,0.671,144,144,58,0.4028,0.5379,0.1839,12.0197,1.859,20.6155,20.6155,13,16,16.7356,11.2297,11.2297,0.671,1097514,1097514,1.1224,66,74,103,130,86.3472,83,16,64,10.0403,6.6867,87.3019,165.7822,12.8756,1.1742,4.2462,0.591,4.0473,1.9862,2.5667,0.1591,0.6817,0.2722,0.4293,0.4596,1.8657,0.871,0.9842,0.8718,0.9483,0.25,0.6647,0.2385,0.2604,0.8588,0.2044,3.9724,1.5751,-0.1413,0,0.4997,18.9011,32.2747,0.3547,22.1209,0.2431,0.6319,0.5949,8.8849,3.8186,0.3098,5.7692,0.1297,3.7619,5.294,76.4615,0.5293,916.6154,4.8462,0.3728,3.7692,0.2899,0.0903,1.0059,793.9172,3.027,0.3194,7.8462,0.1373,5.0668,236.6421,3672.7692,0.0779,0.0121,1.3876,1.4957,0.3828,0.0852,44.8889,85.0972,20.3889,0.1416,1,0.2886,5.8264,3.5012,0.3072,4.5139,0.0236,0.6635,13.183,175.5417,43.0139,748.8403
